,bigram_coocurence,bigram_distinct,bigram_nostpwrd_coocurence,bigram_nostpwrd_distinct
25715,1.0,17.0,1.0,0.0
25716,1.0,128.0,1.0,45.0
25717,4.0,16.0,3.0,2.0
25718,5.0,160.0,4.0,81.0
25719,2.0,31.0,2.0,11.0
25720,2.0,26.0,1.0,3.0
25721,2.0,37.0,0.0,10.0
25722,1.0,12.0,1.0,4.0
25723,0.0,39.0,0.0,19.0
25724,2.0,155.0,0.0,17.0
25725,2.0,31.0,0.0,11.0
25726,12.0,124.0,6.0,30.0
25727,6.0,37.0,4.0,9.0
25728,1.0,27.0,1.0,6.0
25729,0.0,21.0,0.0,3.0
25730,0.0,64.0,0.0,19.0
25731,3.0,76.0,1.0,23.0
25732,3.0,35.0,1.0,9.0
25733,2.0,77.0,3.0,18.0
25734,1.0,36.0,1.0,16.0
25735,1.0,59.0,0.0,19.0
25736,2.0,45.0,1.0,10.0
25737,0.0,32.0,1.0,11.0
25738,1.0,87.0,0.0,26.0
25739,4.0,38.0,5.0,4.0
25740,0.0,15.0,0.0,7.0
25741,0.0,154.0,0.0,44.0
25742,7.0,57.0,3.0,9.0
25743,1.0,120.0,1.0,19.0
25744,6.0,51.0,3.0,8.0
25745,3.0,23.0,0.0,4.0
25746,1.0,65.0,1.0,17.0
25747,0.0,343.0,0.0,71.0
25748,5.0,11.0,1.0,0.0
25749,0.0,33.0,0.0,5.0
25750,9.0,139.0,5.0,63.0
25751,2.0,28.0,1.0,11.0
25752,4.0,90.0,2.0,18.0
25753,1.0,36.0,1.0,16.0
25754,4.0,47.0,3.0,15.0
25755,4.0,22.0,3.0,2.0
25756,0.0,82.0,0.0,22.0
25757,3.0,70.0,3.0,13.0
25758,5.0,82.0,0.0,16.0
25759,0.0,46.0,0.0,17.0
25760,1.0,11.0,0.0,4.0
25761,1.0,26.0,0.0,5.0
25762,5.0,153.0,3.0,45.0
25763,1.0,215.0,0.0,116.0
25764,3.0,304.0,3.0,76.0
25765,3.0,21.0,3.0,10.0
25766,3.0,28.0,3.0,6.0
25767,8.0,168.0,5.0,43.0
25768,0.0,88.0,0.0,22.0
25769,0.0,118.0,0.0,41.0
25770,0.0,55.0,0.0,15.0
25771,2.0,48.0,1.0,8.0
25772,14.0,212.0,6.0,44.0
25773,3.0,93.0,1.0,47.0
25774,3.0,174.0,2.0,23.0
25775,0.0,26.0,0.0,5.0
25776,3.0,95.0,2.0,23.0
25777,1.0,39.0,1.0,10.0
25778,1.0,98.0,0.0,20.0
25779,3.0,34.0,0.0,6.0
25780,1.0,44.0,3.0,6.0
25781,0.0,7.0,0.0,1.0
25782,2.0,4.0,2.0,0.0
25783,2.0,36.0,1.0,6.0
25784,2.0,46.0,0.0,15.0
25785,2.0,18.0,2.0,4.0
25786,1.0,36.0,1.0,12.0
25787,20.0,372.0,8.0,56.0
25788,18.0,252.0,7.0,50.0
25789,0.0,164.0,0.0,17.0
25790,0.0,100.0,0.0,24.0
25791,4.0,198.0,1.0,66.0
25792,5.0,54.0,4.0,27.0
25793,2.0,123.0,0.0,57.0
25794,1.0,21.0,0.0,6.0
25795,2.0,102.0,1.0,21.0
25796,0.0,31.0,0.0,11.0
25797,1.0,43.0,1.0,16.0
25798,1.0,15.0,1.0,4.0
25799,1.0,73.0,1.0,6.0
25800,5.0,93.0,2.0,34.0
25801,5.0,47.0,3.0,20.0
25802,4.0,609.0,3.0,144.0
25803,1.0,39.0,0.0,14.0
25804,3.0,33.0,3.0,9.0
25805,14.0,166.0,4.0,28.0
25806,0.0,41.0,1.0,4.0
25807,3.0,92.0,1.0,37.0
25808,1.0,46.0,1.0,8.0
25809,1.0,76.0,0.0,15.0
25810,3.0,70.0,3.0,31.0
25811,2.0,54.0,1.0,20.0
25812,0.0,67.0,0.0,29.0
25813,1.0,150.0,1.0,59.0
25814,5.0,30.0,0.0,0.0
25815,1.0,21.0,0.0,3.0
25816,0.0,33.0,0.0,5.0
25817,3.0,45.0,0.0,10.0
25818,4.0,39.0,2.0,13.0
25819,1.0,49.0,1.0,18.0
25820,0.0,40.0,0.0,11.0
25821,1.0,45.0,0.0,8.0
25822,4.0,32.0,2.0,8.0
25823,1.0,11.0,1.0,1.0
25824,3.0,44.0,2.0,8.0
25825,4.0,70.0,1.0,31.0
25826,1.0,56.0,1.0,23.0
25827,0.0,31.0,0.0,4.0
25828,0.0,134.0,0.0,22.0
25829,4.0,22.0,3.0,9.0
25830,1.0,37.0,1.0,12.0
25831,1.0,105.0,1.0,46.0
25832,2.0,27.0,2.0,6.0
25833,0.0,23.0,0.0,4.0
25834,13.0,184.0,7.0,58.0
25835,0.0,48.0,1.0,10.0
25836,1.0,62.0,0.0,10.0
25837,1.0,43.0,0.0,12.0
25838,13.0,148.0,5.0,20.0
25839,5.0,52.0,3.0,13.0
25840,1.0,181.0,1.0,70.0
25841,0.0,99.0,0.0,24.0
25842,1.0,65.0,1.0,23.0
25843,2.0,39.0,2.0,11.0
25844,3.0,176.0,1.0,33.0
25845,3.0,15.0,2.0,2.0
25846,2.0,44.0,2.0,12.0
25847,3.0,33.0,1.0,3.0
25848,3.0,35.0,1.0,8.0
25849,1.0,43.0,1.0,8.0
25850,2.0,9.0,1.0,5.0
25851,6.0,44.0,2.0,8.0
25852,3.0,160.0,1.0,41.0
25853,1.0,12.0,0.0,1.0
25854,1.0,28.0,0.0,5.0
25855,1.0,46.0,1.0,15.0
25856,1.0,16.0,1.0,3.0
25857,2.0,22.0,2.0,7.0
25858,0.0,44.0,1.0,10.0
25859,8.0,74.0,4.0,16.0
25860,2.0,14.0,3.0,6.0
25861,0.0,54.0,0.0,19.0
25862,12.0,154.0,7.0,54.0
25863,5.0,51.0,3.0,9.0
25864,0.0,24.0,0.0,4.0
25865,3.0,48.0,0.0,12.0
25866,3.0,99.0,2.0,61.0
25867,1.0,40.0,1.0,12.0
25868,3.0,20.0,2.0,0.0
25869,2.0,49.0,0.0,16.0
25870,1.0,25.0,0.0,6.0
25871,0.0,10.0,0.0,4.0
25872,0.0,24.0,0.0,5.0
25873,0.0,46.0,0.0,12.0
25874,1.0,84.0,0.0,28.0
25875,1.0,40.0,2.0,13.0
25876,0.0,104.0,0.0,15.0
25877,0.0,47.0,0.0,10.0
25878,2.0,71.0,1.0,17.0
25879,3.0,75.0,2.0,18.0
25880,0.0,34.0,1.0,7.0
25881,3.0,22.0,3.0,6.0
25882,1.0,70.0,0.0,8.0
25883,0.0,47.0,0.0,23.0
25884,0.0,28.0,0.0,4.0
25885,6.0,77.0,3.0,22.0
25886,1.0,121.0,1.0,37.0
25887,4.0,88.0,3.0,31.0
25888,0.0,85.0,0.0,22.0
25889,2.0,19.0,0.0,1.0
25890,4.0,71.0,1.0,16.0
25891,3.0,115.0,2.0,63.0
25892,2.0,41.0,0.0,7.0
25893,4.0,28.0,3.0,15.0
25894,3.0,288.0,4.0,150.0
25895,2.0,17.0,1.0,4.0
25896,2.0,105.0,1.0,24.0
25897,4.0,42.0,1.0,7.0
25898,6.0,76.0,1.0,13.0
25899,0.0,200.0,0.0,62.0
25900,1.0,27.0,0.0,6.0
25901,0.0,42.0,0.0,14.0
25902,1.0,40.0,2.0,13.0
25903,1.0,150.0,0.0,43.0
25904,0.0,34.0,0.0,10.0
25905,2.0,94.0,0.0,23.0
25906,1.0,45.0,0.0,11.0
25907,7.0,125.0,2.0,15.0
25908,3.0,98.0,2.0,24.0
25909,13.0,185.0,7.0,59.0
25910,2.0,36.0,1.0,11.0
25911,5.0,26.0,3.0,4.0
25912,5.0,16.0,3.0,4.0
25913,2.0,103.0,3.0,56.0
25914,0.0,269.0,0.0,55.0
25915,3.0,28.0,1.0,4.0
25916,2.0,85.0,1.0,25.0
25917,2.0,20.0,0.0,3.0
25918,4.0,54.0,2.0,8.0
25919,9.0,355.0,8.0,226.0
25920,6.0,44.0,1.0,4.0
25921,3.0,65.0,2.0,24.0
25922,0.0,37.0,1.0,21.0
25923,4.0,42.0,2.0,8.0
25924,6.0,76.0,4.0,6.0
25925,2.0,48.0,1.0,16.0
25926,4.0,12.0,1.0,0.0
25927,13.0,213.0,7.0,57.0
25928,3.0,83.0,2.0,22.0
25929,3.0,95.0,1.0,19.0
25930,0.0,19.0,0.0,2.0
25931,5.0,25.0,2.0,0.0
25932,1.0,47.0,1.0,30.0
25933,1.0,25.0,2.0,8.0
25934,1.0,31.0,1.0,15.0
25935,1.0,160.0,1.0,48.0
25936,2.0,157.0,1.0,19.0
25937,0.0,30.0,0.0,15.0
25938,2.0,41.0,3.0,15.0
25939,0.0,186.0,0.0,58.0
25940,0.0,20.0,0.0,6.0
25941,1.0,62.0,1.0,16.0
25942,0.0,85.0,0.0,39.0
25943,4.0,147.0,2.0,52.0
25944,1.0,60.0,0.0,4.0
25945,1.0,43.0,0.0,8.0
25946,0.0,77.0,0.0,15.0
25947,13.0,156.0,7.0,42.0
25948,1.0,8.0,1.0,2.0
25949,12.0,124.0,6.0,30.0
25950,3.0,40.0,1.0,12.0
25951,0.0,95.0,0.0,26.0
25952,0.0,163.0,0.0,51.0
25953,4.0,42.0,2.0,12.0
25954,4.0,31.0,2.0,9.0
25955,1.0,45.0,1.0,11.0
25956,4.0,38.0,5.0,12.0
25957,1.0,37.0,1.0,12.0
25958,4.0,32.0,2.0,14.0
25959,1.0,36.0,1.0,14.0
25960,0.0,85.0,0.0,11.0
25961,0.0,33.0,0.0,13.0
25962,1.0,56.0,1.0,9.0
25963,10.0,93.0,6.0,37.0
25964,4.0,35.0,1.0,5.0
25965,1.0,87.0,2.0,45.0
25966,1.0,55.0,1.0,24.0
25967,5.0,173.0,1.0,36.0
25968,4.0,28.0,1.0,7.0
25969,1.0,177.0,1.0,48.0
25970,5.0,31.0,2.0,3.0
25971,3.0,49.0,2.0,19.0
25972,0.0,43.0,0.0,11.0
25973,5.0,66.0,4.0,24.0
25974,2.0,159.0,1.0,56.0
25975,4.0,38.0,4.0,6.0
25976,2.0,36.0,1.0,7.0
25977,3.0,34.0,4.0,22.0
25978,2.0,12.0,0.0,4.0
25979,7.0,74.0,3.0,15.0
25980,0.0,40.0,1.0,5.0
25981,3.0,342.0,3.0,113.0
25982,3.0,48.0,1.0,15.0
25983,10.0,88.0,4.0,16.0
25984,1.0,13.0,0.0,0.0
25985,1.0,85.0,0.0,27.0
25986,9.0,72.0,4.0,12.0
25987,5.0,46.0,3.0,13.0
25988,4.0,118.0,1.0,10.0
25989,7.0,146.0,3.0,42.0
25990,1.0,28.0,1.0,6.0
25991,0.0,26.0,0.0,4.0
25992,18.0,344.0,13.0,184.0
25993,2.0,45.0,2.0,5.0
25994,3.0,30.0,2.0,5.0
25995,1.0,55.0,2.0,15.0
25996,3.0,180.0,1.0,48.0
25997,2.0,55.0,1.0,16.0
25998,3.0,38.0,3.0,6.0
25999,1.0,155.0,0.0,60.0
26000,14.0,144.0,8.0,66.0
26001,9.0,488.0,6.0,169.0
26002,1.0,12.0,1.0,8.0
26003,2.0,33.0,2.0,9.0
26004,3.0,28.0,0.0,7.0
26005,3.0,34.0,1.0,4.0
26006,2.0,19.0,2.0,9.0
26007,4.0,137.0,1.0,16.0
26008,2.0,117.0,1.0,41.0
26009,7.0,46.0,3.0,4.0
26010,16.0,266.0,6.0,44.0
26011,4.0,71.0,2.0,29.0
26012,5.0,78.0,3.0,41.0
26013,2.0,20.0,1.0,3.0
26014,21.0,494.0,9.0,103.0
26015,4.0,136.0,0.0,18.0
26016,1.0,25.0,0.0,8.0
26017,2.0,110.0,2.0,18.0
26018,13.0,184.0,4.0,22.0
26019,0.0,12.0,1.0,1.0
26020,4.0,56.0,3.0,16.0
26021,5.0,131.0,6.0,27.0
26022,3.0,130.0,3.0,58.0
26023,1.0,28.0,1.0,5.0
26024,5.0,75.0,1.0,17.0
26025,3.0,46.0,2.0,18.0
26026,3.0,57.0,1.0,15.0
26027,2.0,56.0,1.0,15.0
26028,1.0,58.0,0.0,19.0
26029,9.0,151.0,6.0,79.0
26030,0.0,56.0,0.0,22.0
26031,0.0,32.0,0.0,6.0
26032,2.0,122.0,1.0,35.0
26033,4.0,148.0,1.0,22.0
26034,0.0,43.0,0.0,6.0
26035,3.0,107.0,1.0,21.0
26036,1.0,28.0,1.0,5.0
26037,0.0,120.0,0.0,34.0
26038,2.0,29.0,2.0,11.0
26039,0.0,30.0,0.0,9.0
26040,3.0,45.0,2.0,12.0
26041,16.0,206.0,6.0,44.0
26042,13.0,184.0,7.0,58.0
26043,4.0,22.0,1.0,4.0
26044,1.0,23.0,2.0,4.0
26045,0.0,117.0,1.0,42.0
26046,3.0,26.0,2.0,1.0
26047,3.0,81.0,2.0,31.0
26048,1.0,44.0,1.0,26.0
26049,2.0,32.0,1.0,11.0
26050,1.0,27.0,1.0,3.0
26051,1.0,15.0,2.0,7.0
26052,1.0,29.0,1.0,7.0
26053,3.0,27.0,0.0,6.0
26054,2.0,25.0,1.0,2.0
26055,10.0,90.0,4.0,12.0
26056,1.0,51.0,2.0,19.0
26057,11.0,110.0,7.0,42.0
26058,6.0,83.0,2.0,14.0
26059,6.0,152.0,4.0,49.0
26060,1.0,36.0,1.0,1.0
26061,0.0,60.0,0.0,19.0
26062,1.0,34.0,1.0,7.0
26063,0.0,136.0,0.0,56.0
26064,8.0,152.0,6.0,92.0
26065,5.0,39.0,2.0,12.0
26066,2.0,125.0,1.0,60.0
26067,12.0,116.0,6.0,22.0
26068,0.0,67.0,0.0,22.0
26069,4.0,79.0,3.0,28.0
26070,3.0,57.0,2.0,14.0
26071,5.0,70.0,4.0,35.0
26072,3.0,51.0,2.0,12.0
26073,3.0,23.0,3.0,4.0
26074,5.0,87.0,3.0,24.0
26075,4.0,41.0,2.0,2.0
26076,1.0,25.0,0.0,4.0
26077,0.0,98.0,0.0,20.0
26078,0.0,253.0,1.0,72.0
26079,0.0,32.0,0.0,5.0
26080,9.0,236.0,4.0,82.0
26081,1.0,28.0,1.0,16.0
26082,0.0,68.0,0.0,11.0
26083,0.0,5.0,0.0,1.0
26084,3.0,52.0,2.0,17.0
26085,0.0,59.0,0.0,19.0
26086,0.0,30.0,0.0,15.0
26087,1.0,72.0,1.0,27.0
26088,2.0,23.0,4.0,6.0
26089,0.0,27.0,0.0,5.0
26090,2.0,18.0,1.0,11.0
26091,5.0,74.0,2.0,18.0
26092,4.0,33.0,2.0,15.0
26093,0.0,106.0,0.0,28.0
26094,2.0,81.0,1.0,42.0
26095,2.0,21.0,1.0,4.0
26096,5.0,54.0,5.0,16.0
26097,3.0,82.0,1.0,17.0
26098,15.0,226.0,7.0,50.0
26099,6.0,52.0,2.0,4.0
26100,2.0,119.0,2.0,59.0
26101,2.0,49.0,1.0,21.0
26102,1.0,62.0,2.0,23.0
26103,0.0,70.0,0.0,15.0
26104,2.0,41.0,3.0,10.0
26105,12.0,154.0,7.0,58.0
26106,11.0,133.0,4.0,16.0
26107,5.0,29.0,3.0,2.0
26108,0.0,75.0,0.0,15.0
26109,3.0,59.0,3.0,26.0
26110,0.0,52.0,0.0,20.0
26111,4.0,63.0,3.0,31.0
26112,0.0,38.0,0.0,12.0
26113,3.0,35.0,1.0,7.0
26114,3.0,178.0,4.0,49.0
26115,2.0,24.0,1.0,3.0
26116,3.0,23.0,2.0,4.0
26117,4.0,47.0,2.0,9.0
26118,2.0,19.0,2.0,5.0
26119,4.0,62.0,3.0,20.0
26120,1.0,42.0,0.0,6.0
26121,9.0,92.0,5.0,32.0
26122,0.0,128.0,0.0,27.0
26123,15.0,226.0,7.0,50.0
26124,0.0,60.0,1.0,21.0
26125,1.0,22.0,0.0,7.0
26126,6.0,44.0,2.0,8.0
26127,2.0,35.0,2.0,13.0
26128,0.0,136.0,1.0,19.0
26129,2.0,93.0,1.0,34.0
26130,3.0,21.0,2.0,4.0
26131,1.0,91.0,1.0,34.0
26132,4.0,274.0,2.0,70.0
26133,0.0,14.0,0.0,7.0
26134,5.0,60.0,4.0,22.0
26135,2.0,60.0,1.0,11.0
26136,0.0,7.0,0.0,4.0
26137,2.0,34.0,2.0,22.0
26138,4.0,35.0,4.0,13.0
26139,5.0,39.0,4.0,16.0
26140,7.0,58.0,3.0,14.0
26141,6.0,224.0,3.0,35.0
26142,1.0,131.0,2.0,46.0
26143,0.0,31.0,0.0,6.0
26144,5.0,84.0,4.0,22.0
26145,2.0,22.0,2.0,8.0
26146,5.0,103.0,1.0,11.0
26147,1.0,45.0,1.0,9.0
26148,3.0,58.0,2.0,19.0
26149,2.0,24.0,2.0,8.0
26150,0.0,14.0,0.0,4.0
26151,0.0,85.0,0.0,25.0
26152,2.0,23.0,1.0,4.0
26153,0.0,111.0,0.0,33.0
26154,1.0,59.0,1.0,11.0
26155,2.0,139.0,2.0,49.0
26156,1.0,17.0,1.0,1.0
26157,8.0,100.0,3.0,8.0
26158,2.0,44.0,1.0,10.0
26159,2.0,14.0,2.0,2.0
26160,1.0,97.0,1.0,17.0
26161,3.0,19.0,0.0,4.0
26162,2.0,100.0,1.0,35.0
26163,0.0,23.0,0.0,9.0
26164,0.0,19.0,1.0,2.0
26165,0.0,61.0,1.0,16.0
26166,2.0,87.0,2.0,54.0
26167,3.0,172.0,1.0,52.0
26168,3.0,29.0,2.0,12.0
26169,2.0,31.0,0.0,11.0
26170,3.0,31.0,2.0,12.0
26171,4.0,32.0,2.0,14.0
26172,2.0,24.0,4.0,6.0
26173,3.0,57.0,1.0,13.0
26174,4.0,63.0,1.0,7.0
26175,0.0,88.0,0.0,46.0
26176,3.0,22.0,0.0,3.0
26177,1.0,133.0,1.0,33.0
26178,0.0,59.0,0.0,18.0
26179,1.0,1.0,1.0,0.0
26180,3.0,35.0,1.0,6.0
26181,1.0,1.0,1.0,0.0
26182,0.0,57.0,0.0,17.0
26183,1.0,34.0,0.0,3.0
26184,11.0,134.0,8.0,74.0
26185,6.0,44.0,2.0,8.0
26186,6.0,93.0,3.0,27.0
26187,0.0,42.0,0.0,11.0
26188,0.0,26.0,1.0,2.0
26189,4.0,22.0,4.0,6.0
26190,2.0,50.0,1.0,13.0
26191,0.0,24.0,0.0,15.0
26192,2.0,84.0,0.0,39.0
26193,2.0,28.0,0.0,5.0
26194,0.0,213.0,0.0,58.0
26195,18.0,252.0,7.0,50.0
26196,2.0,20.0,2.0,5.0
26197,3.0,129.0,2.0,53.0
26198,0.0,62.0,0.0,17.0
26199,5.0,20.0,3.0,6.0
26200,1.0,30.0,2.0,9.0
26201,0.0,16.0,0.0,7.0
26202,1.0,90.0,0.0,25.0
26203,3.0,238.0,2.0,77.0
26204,7.0,66.0,4.0,27.0
26205,5.0,138.0,3.0,61.0
26206,1.0,52.0,0.0,20.0
26207,1.0,41.0,1.0,23.0
26208,3.0,34.0,3.0,9.0
26209,2.0,40.0,2.0,12.0
26210,2.0,103.0,1.0,25.0
26211,3.0,73.0,2.0,12.0
26212,4.0,30.0,3.0,9.0
26213,3.0,91.0,2.0,10.0
26214,3.0,58.0,3.0,10.0
26215,3.0,207.0,1.0,35.0
26216,2.0,9.0,0.0,1.0
26217,1.0,32.0,1.0,12.0
26218,2.0,1.0,1.0,0.0
26219,3.0,110.0,1.0,28.0
26220,4.0,21.0,3.0,9.0
26221,2.0,29.0,1.0,10.0
26222,18.0,300.0,8.0,80.0
26223,2.0,61.0,0.0,27.0
26224,0.0,29.0,0.0,5.0
26225,0.0,33.0,0.0,11.0
26226,12.0,154.0,7.0,58.0
26227,4.0,46.0,2.0,2.0
26228,1.0,28.0,1.0,12.0
26229,1.0,25.0,3.0,4.0
26230,1.0,31.0,0.0,8.0
26231,0.0,88.0,1.0,22.0
26232,2.0,94.0,1.0,47.0
26233,1.0,47.0,2.0,12.0
26234,0.0,78.0,0.0,30.0
26235,3.0,82.0,2.0,29.0
26236,3.0,61.0,2.0,12.0
26237,1.0,389.0,0.0,105.0
26238,12.0,158.0,7.0,58.0
26239,3.0,34.0,2.0,8.0
26240,3.0,24.0,1.0,10.0
26241,0.0,47.0,0.0,11.0
26242,0.0,23.0,0.0,4.0
26243,5.0,128.0,2.0,21.0
26244,4.0,16.0,2.0,4.0
26245,3.0,88.0,4.0,42.0
26246,2.0,25.0,2.0,8.0
26247,4.0,42.0,2.0,8.0
26248,0.0,35.0,0.0,8.0
26249,8.0,74.0,5.0,32.0
26250,1.0,48.0,1.0,7.0
26251,4.0,78.0,4.0,34.0
26252,1.0,51.0,2.0,2.0
26253,0.0,98.0,0.0,36.0
26254,1.0,60.0,1.0,7.0
26255,0.0,25.0,1.0,2.0
26256,3.0,96.0,2.0,6.0
26257,6.0,36.0,2.0,4.0
26258,0.0,52.0,1.0,10.0
26259,15.0,146.0,9.0,31.0
26260,3.0,88.0,2.0,50.0
26261,1.0,9.0,2.0,1.0
26262,1.0,17.0,0.0,4.0
26263,5.0,49.0,1.0,6.0
26264,1.0,209.0,1.0,69.0
26265,2.0,24.0,2.0,12.0
26266,2.0,44.0,0.0,15.0
26267,1.0,35.0,2.0,4.0
26268,1.0,33.0,1.0,16.0
26269,14.0,228.0,8.0,76.0
26270,0.0,24.0,0.0,12.0
26271,11.0,164.0,5.0,33.0
26272,1.0,48.0,1.0,14.0
26273,11.0,134.0,8.0,74.0
26274,5.0,93.0,2.0,21.0
26275,2.0,134.0,1.0,31.0
26276,3.0,80.0,3.0,33.0
26277,2.0,85.0,2.0,24.0
26278,1.0,42.0,0.0,4.0
26279,0.0,31.0,0.0,16.0
26280,2.0,2.0,2.0,2.0
26281,4.0,52.0,1.0,15.0
26282,3.0,159.0,0.0,22.0
26283,14.0,166.0,4.0,28.0
26284,2.0,50.0,0.0,15.0
26285,2.0,104.0,0.0,24.0
26286,2.0,31.0,2.0,9.0
26287,1.0,14.0,1.0,3.0
26288,1.0,69.0,1.0,17.0
26289,3.0,42.0,0.0,15.0
26290,3.0,56.0,1.0,20.0
26291,12.0,222.0,10.0,130.0
26292,1.0,51.0,0.0,11.0
26293,4.0,321.0,3.0,81.0
26294,2.0,29.0,1.0,12.0
26295,0.0,24.0,0.0,10.0
26296,1.0,32.0,0.0,5.0
26297,1.0,101.0,1.0,21.0
26298,1.0,10.0,2.0,1.0
26299,1.0,65.0,1.0,28.0
26300,5.0,36.0,2.0,4.0
26301,3.0,52.0,3.0,10.0
26302,1.0,64.0,0.0,10.0
26303,1.0,25.0,1.0,17.0
26304,3.0,58.0,1.0,20.0
26305,10.0,90.0,4.0,12.0
26306,0.0,29.0,1.0,7.0
26307,12.0,124.0,6.0,30.0
26308,4.0,266.0,6.0,116.0
26309,5.0,65.0,2.0,26.0
26310,4.0,66.0,2.0,14.0
26311,1.0,11.0,1.0,2.0
26312,4.0,86.0,2.0,27.0
26313,0.0,344.0,0.0,119.0
26314,4.0,17.0,3.0,6.0
26315,3.0,20.0,3.0,9.0
26316,1.0,25.0,0.0,5.0
26317,0.0,70.0,0.0,16.0
26318,0.0,42.0,0.0,9.0
26319,1.0,19.0,1.0,7.0
26320,6.0,51.0,3.0,6.0
26321,2.0,47.0,2.0,20.0
26322,0.0,87.0,0.0,15.0
26323,1.0,61.0,1.0,17.0
26324,2.0,57.0,0.0,7.0
26325,1.0,75.0,1.0,15.0
26326,4.0,22.0,1.0,4.0
26327,2.0,74.0,2.0,19.0
26328,1.0,4.0,0.0,2.0
26329,1.0,20.0,1.0,3.0
26330,3.0,34.0,1.0,12.0
26331,12.0,142.0,6.0,34.0
26332,2.0,129.0,2.0,43.0
26333,0.0,205.0,0.0,71.0
26334,1.0,20.0,1.0,3.0
26335,1.0,52.0,0.0,15.0
26336,5.0,136.0,2.0,52.0
26337,5.0,21.0,3.0,4.0
26338,0.0,147.0,0.0,53.0
26339,0.0,143.0,0.0,39.0
26340,2.0,15.0,2.0,15.0
26341,4.0,32.0,1.0,8.0
26342,3.0,248.0,1.0,72.0
26343,4.0,58.0,3.0,9.0
26344,1.0,44.0,1.0,15.0
26345,1.0,32.0,1.0,26.0
26346,2.0,75.0,1.0,18.0
26347,2.0,79.0,1.0,14.0
26348,2.0,43.0,2.0,6.0
26349,2.0,68.0,0.0,10.0
26350,0.0,47.0,2.0,12.0
26351,13.0,184.0,4.0,22.0
26352,3.0,25.0,2.0,2.0
26353,2.0,7.0,2.0,1.0
26354,2.0,64.0,3.0,14.0
26355,3.0,63.0,3.0,14.0
26356,4.0,58.0,1.0,11.0
26357,3.0,145.0,2.0,55.0
26358,1.0,141.0,1.0,45.0
26359,0.0,28.0,0.0,0.0
26360,12.0,137.0,6.0,37.0
26361,2.0,57.0,2.0,23.0
26362,1.0,28.0,1.0,4.0
26363,7.0,68.0,3.0,10.0
26364,0.0,86.0,0.0,38.0
26365,1.0,33.0,1.0,11.0
26366,1.0,29.0,1.0,13.0
26367,3.0,84.0,1.0,26.0
26368,1.0,55.0,0.0,14.0
26369,3.0,33.0,1.0,9.0
26370,2.0,36.0,1.0,9.0
26371,3.0,49.0,1.0,12.0
26372,2.0,58.0,2.0,30.0
26373,2.0,24.0,1.0,0.0
26374,1.0,24.0,0.0,9.0
26375,1.0,18.0,1.0,10.0
26376,6.0,81.0,3.0,12.0
26377,6.0,44.0,2.0,8.0
26378,1.0,38.0,1.0,11.0
26379,3.0,30.0,2.0,13.0
26380,0.0,31.0,0.0,7.0
26381,0.0,41.0,0.0,19.0
26382,2.0,64.0,1.0,15.0
26383,0.0,32.0,0.0,8.0
26384,0.0,25.0,0.0,6.0
26385,3.0,81.0,2.0,22.0
26386,3.0,19.0,2.0,8.0
26387,4.0,57.0,2.0,23.0
26388,0.0,45.0,0.0,24.0
26389,6.0,207.0,1.0,46.0
26390,4.0,102.0,4.0,16.0
26391,0.0,7.0,0.0,3.0
26392,0.0,33.0,0.0,10.0
26393,3.0,53.0,3.0,20.0
26394,4.0,117.0,3.0,60.0
26395,1.0,34.0,4.0,9.0
26396,1.0,63.0,1.0,21.0
26397,1.0,24.0,1.0,7.0
26398,2.0,31.0,2.0,14.0
26399,1.0,150.0,1.0,63.0
26400,0.0,19.0,0.0,5.0
26401,2.0,48.0,2.0,8.0
26402,2.0,20.0,2.0,12.0
26403,6.0,17.0,1.0,2.0
26404,0.0,157.0,0.0,35.0
26405,1.0,22.0,1.0,8.0
26406,3.0,42.0,2.0,25.0
26407,2.0,23.0,2.0,13.0
26408,1.0,49.0,1.0,9.0
26409,3.0,36.0,3.0,14.0
26410,3.0,12.0,3.0,4.0
26411,0.0,80.0,0.0,36.0
26412,14.0,212.0,6.0,44.0
26413,1.0,70.0,1.0,17.0
26414,3.0,19.0,1.0,7.0
26415,1.0,23.0,0.0,1.0
26416,0.0,18.0,0.0,6.0
26417,3.0,140.0,1.0,36.0
26418,4.0,55.0,3.0,20.0
26419,3.0,4.0,2.0,1.0
26420,1.0,33.0,2.0,2.0
26421,4.0,35.0,0.0,7.0
26422,4.0,154.0,2.0,40.0
26423,1.0,72.0,1.0,22.0
26424,1.0,53.0,1.0,21.0
26425,0.0,113.0,0.0,45.0
26426,6.0,75.0,4.0,16.0
26427,2.0,116.0,0.0,23.0
26428,2.0,48.0,1.0,10.0
26429,3.0,25.0,1.0,7.0
26430,4.0,16.0,4.0,6.0
26431,2.0,61.0,1.0,20.0
26432,12.0,124.0,7.0,42.0
26433,5.0,169.0,3.0,46.0
26434,3.0,199.0,2.0,65.0
26435,12.0,246.0,6.0,72.0
26436,0.0,178.0,0.0,58.0
26437,0.0,26.0,2.0,4.0
26438,1.0,22.0,2.0,4.0
26439,1.0,52.0,1.0,16.0
26440,10.0,117.0,6.0,53.0
26441,2.0,26.0,2.0,6.0
26442,0.0,166.0,0.0,63.0
26443,3.0,79.0,2.0,27.0
26444,5.0,32.0,2.0,8.0
26445,5.0,32.0,3.0,14.0
26446,3.0,33.0,1.0,7.0
26447,2.0,57.0,0.0,15.0
26448,9.0,72.0,4.0,12.0
